"Index","Abs_Change","Pct_Change","Date"
"1,793.36","-10.38","-0.58","2016-10-17"
"1,803.74","-16.14","-0.89","2016-10-16"
"1,819.88","13.28","0.74","2016-10-06"
"1,806.60","8.10","0.45","2016-10-05"
"1,798.50","18.10","1.02","2016-10-04"
"1,780.40","16.62","0.94","2016-10-03"
"1,763.78","10.40","0.59","2016-10-02"
"1,753.38","4.28","0.24","2016-09-29"
"1,749.10","-4.62","-0.26","2016-09-28"
"1,753.72","-3.38","-0.19","2016-09-27"
"1,757.10","26.46","1.53","2016-09-26"
"1,730.64","-36.27","-2.05","2016-09-25"
"1,766.91","-12.22","-0.69","2016-09-22"
"1,779.13","-7.37","-0.41","2016-09-21"
"1,786.50","-17.98","-1.00","2016-09-20"
"1,804.48","-10.69","-0.59","2016-09-18"
"1,815.17","-3.52","-0.19","2016-09-14"
"1,818.69","1.88","0.10","2016-09-12"
"1,816.81","-6.24","-0.34","2016-09-11"
"1,823.05","-1.78","-0.10","2016-09-08"
"1,824.83","-9.97","-0.54","2016-09-07"
"1,834.80","-4.10","-0.22","2016-09-06"
"1,838.90","19.07","1.05","2016-09-05"
"1,819.83","14.65","0.81","2016-09-04"
"1,805.18","7.73","0.43","2016-09-01"
"1,797.45","9.37","0.52","2016-08-31"
"1,788.08","21.54","1.22","2016-08-30"
"1,766.54","18.31","1.05","2016-08-29"
"1,748.23","17.61","1.02","2016-08-28"
"1,730.62","48.76","2.90","2016-08-24"
"1,681.86","-1.26","-0.08","2016-08-23"
"1,683.12","-39.31","-2.28","2016-08-22"
"1,722.43","-12.63","-0.73","2016-08-21"
"1,735.06","17.61","1.03","2016-08-17"
"1,717.45","22.64","1.34","2016-08-16"
"1,694.81","-39.12","-2.26","2016-08-15"
"1,733.93","-40.94","-2.31","2016-08-14"
"1,774.87","-4.70","-0.26","2016-08-11"
"1,779.57","19.15","1.09","2016-08-10"
"1,760.42","84.51","5.04","2016-08-09"
"1,675.91","-88.81","-5.03","2016-08-08"
"1,764.72","-3.88","-0.22","2016-08-07"
"1,768.60","-45.12","-2.49","2016-08-04"
"1,813.72","-12.75","-0.70","2016-08-03"
"1,826.47","-18.94","-1.03","2016-08-02"
"1,845.41","-17.35","-0.93","2016-08-01"
"1,862.76","-15.17","-0.81","2016-07-31"
"1,877.93","-3.52","-0.19","2016-07-28"
"1,881.45","14.95","0.80","2016-07-27"
"1,866.50","28.01","1.52","2016-07-26"
"1,838.49","39.66","2.20","2016-07-25"
"1,798.83","11.99","0.67","2016-07-21"
"1,786.84","-13.63","-0.76","2016-07-20"
"1,800.47","13.90","0.78","2016-07-19"
"1,786.57","40.83","2.34","2016-07-18"
"1,745.74","27.59","1.61","2016-07-17"
"1,718.15","27.72","1.64","2016-07-14"
"1,690.43","-2.64","-0.16","2016-07-13"
"1,693.07","-9.20","-0.54","2016-07-12"
"1,702.27","-20.26","-1.18","2016-07-11"
"1,722.53","6.81","0.40","2016-07-10"
"1,715.72","2.69","0.16","2016-07-06"
"1,713.03","-3.80","-0.22","2016-07-05"
"1,716.83","-2.37","-0.14","2016-07-04"
"1,719.20","-4.03","-0.23","2016-07-03"
"1,723.23","-1.36","-0.08","2016-06-30"
"1,724.59","0.40","0.02","2016-06-29"
"1,724.19","11.35","0.66","2016-06-28"
"1,721.77","36.60","2.17","2016-06-27"
"1,685.17","18.88","1.13","2016-06-26"
"1,666.29","18.78","1.14","2016-06-23"
"1,647.51","18.70","1.15","2016-06-22"
"1,628.81","13.71","0.85","2016-06-21"
"1,615.10","-7.17","-0.44","2016-06-20"
"1,622.27","-10.67","-0.65","2016-06-19"
"1,632.94","12.47","0.77","2016-06-16"
"1,620.47","6.32","0.39","2016-06-15"
"1,614.15","4.56","0.28","2016-06-14"
"1,609.59","11.63","0.73","2016-06-13"
"1,597.96","31.26","2.00","2016-06-12"
"1,566.70","19.90","1.29","2016-06-09"
"1,546.80","15.31","1.00","2016-06-08"
"1,531.49","14.69","0.97","2016-06-07"
"1,516.80","33.66","2.27","2016-06-06"
"1,483.14","-34.98","-2.30","2016-06-05"
"1,518.12","-5.44","-0.36","2016-06-02"
"1,523.56","-8.56","-0.56","2016-06-01"
"1,532.12","5.16","0.34","2016-05-31"
"1,526.96","4.71","0.31","2016-05-30"
"1,522.25","-2.84","-0.19","2016-05-29"
"1,525.09","0.97","0.06","2016-05-26"
"1,524.12","-20.41","-1.32","2016-05-25"
"1,544.53","20.46","1.34","2016-05-24"
"1,524.07","14.68","0.97","2016-05-23"
"1,509.39","10.07","0.67","2016-05-22"
"1,499.32","2.91","0.19","2016-05-19"
"1,496.41","12.73","0.86","2016-05-18"
"1,483.68","16.17","1.10","2016-05-17"
"1,467.51","-9.87","-0.67","2016-05-16"
"1,477.38","-4.56","-0.31","2016-05-15"
"1,481.94","0.76","0.05","2016-05-12"
"1,481.18","-2.86","-0.19","2016-05-11"
"1,484.04","1.14","0.08","2016-05-10"
"1,482.90","10.21","0.69","2016-05-09"
"1,472.69","9.56","0.65","2016-05-08"
"1,463.13","-4.98","-0.34","2016-05-05"
"1,468.11","-3.84","-0.26","2016-05-04"
"1,471.95","-2.52","-0.17","2016-05-03"
"1,474.47","9.56","0.65","2016-05-02"
"1,464.91","6.53","0.45","2016-04-28"
"1,458.38","5.27","0.36","2016-04-27"
"1,453.11","-8.64","-0.59","2016-04-26"
"1,461.75","7.40","0.51","2016-04-25"
"1,454.35","12.68","0.88","2016-04-24"
"1,441.67","0.98","0.07","2016-04-21"
"1,440.69","9.88","0.69","2016-04-20"
"1,430.81","2.21","0.15","2016-04-19"
"1,428.60","19.17","1.36","2016-04-18"
"1,409.43","3.65","0.26","2016-04-17"
"1,405.78","17.15","1.24","2016-04-14"
"1,388.63","4.78","0.35","2016-04-12"
"1,383.85","1.43","0.10","2016-04-11"
"1,382.42","5.00","0.36","2016-04-10"
"1,377.42","2.16","0.16","2016-04-06"
"1,375.26","12.73","0.93","2016-04-05"
"1,362.53","10.99","0.81","2016-04-04"
"1,351.54","-3.94","-0.29","2016-04-03"
"1,355.48","-7.50","-0.55","2016-03-31"
"1,362.98","-11.77","-0.86","2016-03-30"
"1,370.04","-4.71","-0.34","2016-03-29"
"1,374.75","-2.58","-0.19","2016-03-28"
"1,377.33","20.19","1.49","2016-03-27"
"1,357.14","11.61","0.86","2016-03-24"
"1,345.53","3.46","0.26","2016-03-23"
"1,342.07","-1.86","-0.14","2016-03-21"
"1,343.93","17.40","1.31","2016-03-20"
"1,326.53","10.76","0.82","2016-03-17"
"1,315.77","2.92","0.22","2016-03-16"
"1,312.85","0.65","0.05","2016-03-15"
"1,312.20","-6.68","-0.51","2016-03-14"
"1,318.88","0.85","0.06","2016-03-13"
"1,318.03","11.49","0.88","2016-03-10"
"1,306.54","5.78","0.44","2016-03-06"
"1,300.76","4.98","0.38","2016-03-03"
"1,295.78","6.26","0.49","2016-03-02"
"1,289.52","5.58","0.43","2016-03-01"
"1,283.94","0.27","0.02","2016-02-29"
"1,283.67","0.15","0.01","2016-02-28"
"1,283.52","3.62","0.28","2016-02-25"
"1,279.90","-6.03","-0.47","2016-02-24"
"1,285.93","-5.88","-0.46","2016-02-23"
"1,291.81","12.89","1.01","2016-02-22"
"1,278.92","5.64","0.44","2016-02-21"
"1,273.28","7.20","0.57","2016-02-18"
"1,266.08","8.74","0.70","2016-02-17"
"1,257.34","-0.89","-0.07","2016-02-16"
"1,258.23","-1.12","-0.09","2016-02-15"
"1,259.35","-4.37","-0.35","2016-02-14"
"1,263.72","-0.03","0.00","2016-02-11"
"1,263.75","0.93","0.07","2016-02-08"
"1,262.82","11.40","0.91","2016-02-07"
"1,251.42","9.29","0.75","2016-02-04"
"1,242.13","2.06","0.17","2016-02-03"
"1,240.07","2.05","0.17","2016-02-02"
"1,238.02","17.32","1.42","2016-02-01"
"1,220.70","4.59","0.38","2016-01-31"
"1,216.11","-0.85","-0.07","2016-01-28"
"1,216.96","-1.43","-0.12","2016-01-27"
"1,218.39","-4.04","-0.33","2016-01-26"
"1,222.43","2.81","0.23","2016-01-25"
"1,219.62","7.30","0.60","2016-01-24"
"1,212.32","-1.25","-0.10","2016-01-21"
"1,213.57","-0.14","-0.01","2016-01-20"
"1,213.71","-0.60","-0.05","2016-01-19"
"1,214.31","2.31","0.19","2016-01-18"
"1,212.00","21.84","1.84","2016-01-17"
"1,190.16","9.18","0.78","2016-01-14"
"1,180.98","7.38","0.63","2016-01-13"
"1,173.60","4.79","0.41","2016-01-12"
"1,168.81","1.63","0.14","2016-01-11"
"1,167.18","3.04","0.26","2016-01-10"
"1,164.14","14.25","1.24","2016-01-07"
"1,149.89","3.12","0.27","2016-01-06"
"1,146.11","-7.85","-0.68","2016-01-05"
"1,154.62","-6.22","-0.54","2016-01-04"
"1,151.38","9.21","0.81","2015-12-31"
"1,142.17","10.22","0.90","2015-12-29"
"1,131.95","-3.52","-0.31","2015-12-28"
"1,135.47","-1.56","-0.14","2015-12-27"
"1,137.03","3.69","0.33","2015-12-24"
"1,133.34","-4.84","-0.43","2015-12-23"
"1,138.18","6.66","0.59","2015-12-22"
"1,131.52","12.57","1.12","2015-12-21"
"1,118.81","8.13","0.73","2015-12-20"
"1,110.68","-5.51","-0.49","2015-12-17"
"1,116.19","-4.83","-0.43","2015-12-16"
"1,121.02","0.84","0.07","2015-12-15"
"1,120.18","1.61","0.14","2015-12-14"
"1,118.57","-0.78","-0.07","2015-12-13"
"1,119.35","-3.44","-0.31","2015-12-10"
"1,122.79","15.56","1.41","2015-12-09"
"1,107.23","-0.71","-0.06","2015-12-08"
"1,107.94","5.10","0.46","2015-12-07"
"1,102.84","29.90","2.79","2015-12-06"
"1,072.94","10.16","0.96","2015-12-03"
"1,062.78","-3.60","-0.34","2015-12-02"
"1,066.38","32.26","3.12","2015-12-01"
"1,034.12","11.35","1.11","2015-11-30"
"1,022.77","-21.24","-2.03","2015-11-29"
"1,044.01","-12.41","-1.17","2015-11-26"
"1,056.42","-10.27","-0.96","2015-11-25"
"1,066.69","-9.11","-0.85","2015-11-24"
"1,075.80","4.42","0.41","2015-11-23"
"1,071.38","-23.19","-2.12","2015-11-22"
"1,094.57","-4.68","-0.43","2015-11-19"
"1,099.25","5.07","0.46","2015-11-18"
"1,094.18","-5.91","-0.54","2015-11-16"
"1,100.09","-9.20","-0.83","2015-11-15"
"1,109.29","1.86","0.17","2015-11-10"
"1,107.43","20.86","1.92","2015-11-09"
"1,086.57","-4.11","-0.38","2015-11-08"
"1,090.68","-1.62","-0.15","2015-11-05"
"1,092.30","6.43","0.59","2015-11-04"
"1,085.87","-5.96","-0.55","2015-11-03"
"1,091.83","3.53","0.32","2015-11-02"
"1,088.30","-3.74","-0.34","2015-11-01"
"1,092.04","7.67","0.71","2015-10-29"
"1,084.37","-7.36","-0.67","2015-10-28"
"1,091.73","-29.32","-2.62","2015-10-27"
"1,121.05","-6.37","-0.56","2015-10-25"
"1,127.42","7.59","0.68","2015-10-19"
"1,119.83","-14.64","-1.29","2015-10-18"
"1,134.47","-0.62","-0.05","2015-10-15"
"1,135.09","-8.79","-0.77","2015-10-14"
"1,143.88","-18.18","-1.56","2015-10-11"
"1,162.06","12.61","1.10","2015-10-08"
"1,149.45","-9.34","-0.81","2015-10-07"
"1,158.79","-12.48","-1.07","2015-10-06"
"1,171.27","-12.21","-1.03","2015-10-05"
"1,183.48","4.74","0.40","2015-10-04"
"1,178.74","-2.54","-0.22","2015-10-01"
"1,181.28","11.98","1.02","2015-09-30"
"1,169.30","9.21","0.79","2015-09-29"
"1,160.09","-16.77","-1.42","2015-09-28"
"1,176.86","-6.50","-0.55","2015-09-24"
"1,183.36","27.28","2.35","2015-09-23"
"1,156.08","-39.94","-3.34","2015-09-22"
"1,196.02","-6.79","-0.56","2015-09-17"
"1,202.81","-3.03","-0.25","2015-09-16"
"1,205.84","11.73","0.98","2015-09-15"
"1,194.00","10.18","0.86","2015-09-14"
"1,184.00","15.22","1.30","2015-09-13"
"1,169.00","-4.45","-0.38","2015-09-10"
"1,173.00","-1.53","-0.13","2015-09-09"
"1,175.00","3.72","0.32","2015-09-08"
"1,171.00","4.28","0.37","2015-09-07"
"1,167.00","-2.71","-0.23","2015-09-06"
"1,169.00","-6.86","-0.58","2015-09-03"
"1,176.00","-15.08","-1.27","2015-09-02"
"1,191.00","-8.81","-0.73","2015-09-01"
"1,200.00","16.46","1.39","2015-08-31"
"1,184.00","8.19","0.70","2015-08-27"
"1,176.00","-5.84","-0.49","2015-08-26"
"1,181.00","-0.34","-0.03","2015-08-25"
"1,182.00","-2.92","-0.25","2015-08-24"
"1,185.00","-16.25","-1.35","2015-08-23"
"1,201.00","9.00","0.76","2015-08-20"
"1,192.00","31.99","2.76","2015-08-19"
"1,160.00","2.33","0.20","2015-08-18"
"1,158.00","45.55","4.10","2015-08-17"
"1,112.00","23.63","2.17","2015-08-16"
"1,088.00","11.23","1.04","2015-08-13"
"1,077.00","-0.59","-0.05","2015-08-12"
"1,078.00","-3.58","-0.38","2015-08-11"
"1,081.00","17.95","1.69","2015-08-10"
"1,063.00","23.05","2.22","2015-08-09"
"1,040.00","6.34","0.61","2015-08-06"
"1,034.00","4.10","0.40","2015-08-05"
"1,030.00","-0.48","-0.05","2015-08-04"
"1,030.00","-3.74","-0.36","2015-08-03"
"1,034.00","6.16","0.60","2015-08-02"
"1,028.00","6.65","0.65","2015-07-30"
"1,021.00","-6.81","-0.66","2015-07-29"
"1,028.00","-18.26","-1.75","2015-07-28"
"1,046.00","-7.55","-0.72","2015-07-27"
"1,054.00","50.57","5.04","2015-07-26"
"1,003.00","40.11","4.16","2015-07-23"
"963.00","2.04","0.21","2015-07-22"
"961.00","10.51","1.11","2015-07-16"
"951.00","4.26","0.45","2015-07-15"
"946.00","2.46","0.26","2015-07-14"
"944.00","-0.96","-0.10","2015-07-13"
"945.00","1.53","0.16","2015-07-12"
"943.00","0.27","0.03","2015-07-09"
"943.00","1.80","0.19","2015-07-08"
"941.00","4.60","0.49","2015-07-07"
"937.00","-1.26","-0.13","2015-07-06"
"938.00","-0.94","-0.10","2015-07-05"
"939.00","-6.82","-0.72","2015-07-02"
"946.00","-3.35","-0.35","2015-07-01"
"949.00","2.80","0.30","2015-06-30"
"946.00","8.33","0.89","2015-06-29"
"938.00","7.62","0.82","2015-06-28"
"930.00","2.25","0.24","2015-06-25"
"928.00","2.04","0.22","2015-06-24"
"926.00","3.62","0.39","2015-06-23"
"922.00","4.50","0.49","2015-06-22"
"918.00","-6.63","-0.72","2015-06-21"
"925.00","-3.25","-0.35","2015-06-18"
"928.00","-2.85","-0.31","2015-06-17"
"931.00","-3.03","-0.32","2015-06-16"
"934.00","5.38","0.58","2015-06-15"
"928.00","-9.61","-1.02","2015-06-14"
"938.00","-17.70","-1.85","2015-06-11"
"956.00","-10.93","-1.13","2015-06-10"
"967.00","21.10","2.23","2015-06-09"
"945.00","14.32","1.54","2015-06-08"
"931.00","4.33","0.47","2015-06-07"
"927.00","1.35","0.15","2015-06-04"
"925.00","23.51","2.61","2015-06-03"
"902.00","11.55","1.30","2015-06-02"
"890.00","18.49","2.12","2015-06-01"
"872.00","29.98","3.56","2015-05-31"
"842.00","4.13","0.49","2015-05-28"
"838.00","-22.14","-2.57","2015-05-27"
"860.00","-20.56","-2.33","2015-05-26"
"881.00","-29.29","-3.22","2015-05-25"
"910.00","-28.37","-3.02","2015-05-24"
"938.00","-3.83","-0.41","2015-04-23"
"942.00","-3.10","-0.33","2015-04-22"
"945.00","0.14","0.01","2015-04-21"
"945.00","-0.72","-0.08","2015-04-20"
"946.00","-4.22","-0.44","2015-04-19"
"950.00","5.79","0.61","2015-04-16"
"944.00","-4.23","-0.45","2015-04-15"
"948.00","-3.67","-0.39","2015-04-13"
"952.00","5.14","0.54","2015-04-12"
"947.00","4.74","0.50","2015-04-09"
"942.00","6.62","0.71","2015-04-08"
"936.00","-2.59","-0.28","2015-04-07"
"938.00","3.87","0.41","2015-04-06"
"934.00","-5.84","-0.62","2015-04-05"
"940.00","0.55","0.06","2015-04-02"
"940.00","-6.20","-0.66","2015-04-01"
"946.00","6.64","0.71","2015-03-31"
"939.00","-3.20","-0.34","2015-03-30"
"942.00","-0.10","-0.01","2015-03-29"
"942.00","-8.89","-0.93","2015-03-26"
"951.00","-2.55","-0.27","2015-03-25"
"954.00","-2.75","-0.29","2015-03-24"
"957.00","-7.53","-0.78","2015-03-23"
"964.00","-3.50","-0.36","2015-03-22"
"968.00","3.38","0.35","2015-03-19"
"964.00","0.78","0.08","2015-03-18"
"963.00","4.32","0.45","2015-03-17"
"959.00","-11.54","-1.19","2015-03-16"
"971.00","-7.76","-0.79","2015-03-15"
"978.00","-5.62","-0.57","2015-03-12"
"984.00","-0.37","-0.04","2015-03-11"
"984.00","-4.34","-0.44","2015-03-10"
"989.00","5.28","0.54","2015-03-09"
"983.00","2.07","0.21","2015-03-04"
"981.00","-3.43","-0.35","2015-03-03"
"985.00","9.18","0.94","2015-03-02"
"976.00","-3.60","-0.37","2015-03-01"
"979.00","8.65","0.89","2015-02-26"
"971.00","-0.15","-0.02","2015-02-25"
"971.00","-3.18","-0.33","2015-02-24"
"974.00","2.48","0.26","2015-02-23"
"971.00","-11.18","-1.14","2015-02-22"
"983.00","-4.40","-0.45","2015-02-18"
"987.00","-2.82","-0.28","2015-02-16"
"990.00","5.36","0.54","2015-02-15"
"985.00","3.50","0.36","2015-02-12"
"981.00","0.47","0.05","2015-02-11"
"981.00","-0.16","-0.02","2015-02-10"
"981.00","-5.32","-0.54","2015-02-09"
"986.00","1.80","0.18","2015-02-08"
"984.00","-2.81","-0.28","2015-02-05"
"987.00","-0.52","-0.05","2015-02-04"
"988.00","-3.21","-0.32","2015-02-03"
"991.00","-0.68","-0.07","2015-02-02"
"991.00","4.78","0.48","2015-02-01"
"987.00","-1.41","-0.14","2015-01-29"
"988.00","12.93","1.33","2015-01-28"
"975.00","6.51","0.67","2015-01-27"
"969.00","-0.42","-0.04","2015-01-26"
"969.00","9.81","1.02","2015-01-25"
"959.00","-3.56","-0.37","2015-01-22"
"963.00","-12.65","-1.30","2015-01-20"
"975.00","30.09","3.18","2015-01-19"
"945.00","5.83","0.62","2015-01-18"
"940.00","2.05","0.22","2015-01-14"
"937.00","9.68","1.04","2015-01-13"
"928.00","-0.53","-0.06","2015-01-12"
"928.00","-2.64","-0.28","2015-01-11"
"931.00","6.43","0.70","2015-01-08"
"925.00","7.13","0.78","2015-01-07"
"917.00","-2.36","-0.26","2015-01-06"
"920.00","2.27","0.25","2015-01-05"
"918.00","13.82","1.53","2015-01-04"
"904.00","1.35","0.15","2015-01-01"
"902.00","-4.90","-0.54","2014-12-31"
"907.00","3.51","0.39","2014-12-29"
"904.00","15.92","1.79","2014-12-28"
"888.00","2.36","0.27","2014-12-24"
"877.00","-8.23","-0.93","2014-12-23"
"885.00","-11.17","-1.25","2014-12-22"
"897.00","-7.28","-0.81","2014-12-21"
"904.00","3.49","0.39","2014-12-18"
"900.00","-9.80","-1.08","2014-12-17"
"910.00","-6.54","-0.71","2014-12-16"
"917.00","6.73","0.74","2014-12-15"
"910.00","39.38","4.52","2014-12-14"
"871.00","15.12","1.77","2014-12-11"
"856.00","6.78","0.80","2014-12-10"
"849.00","0.32","0.04","2014-12-09"
"848.00","-2.49","-0.29","2014-12-08"
"851.00","-2.88","-0.34","2014-12-07"
"854.00","3.60","0.42","2014-12-04"
"850.00","3.75","0.44","2014-12-03"
"846.00","-5.02","-0.59","2014-12-02"
"851.00","-5.45","-0.64","2014-12-01"
"857.00","-6.13","-0.71","2014-11-30"
"863.00","-1.30","-0.15","2014-11-25"
"864.00","-4.84","-0.56","2014-11-24"
"869.00","6.65","0.77","2014-11-23"
"863.00","8.55","1.00","2014-11-20"
"854.00","9.89","1.17","2014-11-19"
"844.00","-4.12","-0.49","2014-11-18"
"848.00","-17.98","-2.08","2014-11-17"
"866.00","-14.88","-1.69","2014-11-16"
"881.00","-3.31","-0.37","2014-11-13"
"884.00","-8.17","-0.92","2014-11-12"
"893.00","7.78","0.88","2014-11-11"
"885.00","-10.67","-1.19","2014-11-10"
"895.00","-9.51","-1.05","2014-11-09"
"905.00","0.25","0.03","2014-11-06"
"905.00","7.21","0.80","2014-11-05"
"897.00","-6.57","-0.73","2014-11-04"
"904.00","-17.27","-1.87","2014-11-03"
"921.00","-8.91","-0.96","2014-11-02"
"930.00","-2.87","-0.31","2014-10-30"
"933.00","-1.93","-0.21","2014-10-28"
"935.00","4.68","0.50","2014-10-27"
"930.00","1.34","0.14","2014-10-26"
"929.00","4.65","0.50","2014-10-22"
"924.00","-1.16","-0.13","2014-10-21"
"926.00","-0.35","-0.04","2014-10-20"
"926.00","2.26","0.24","2014-10-19"
"924.00","0.47","0.05","2014-10-16"
"923.00","11.28","1.24","2014-10-15"
"912.00","3.01","0.33","2014-10-14"
"909.00","-6.21","-0.68","2014-10-13"
"915.00","-6.84","-0.74","2014-10-12"
"922.00","-3.33","-0.36","2014-10-09"
"925.00","-12.78","-1.36","2014-10-08"
"938.00","0.68","0.07","2014-09-30"
"937.00","20.68","2.26","2014-09-29"
"917.00","4.31","0.47","2014-09-28"
"912.00","16.31","1.82","2014-09-24"
"896.00","14.14","1.60","2014-09-23"
"882.00","-1.64","-0.19","2014-09-22"
"884.00","-16.38","-1.82","2014-09-21"
"900.00","-13.53","-1.48","2014-09-18"
"913.00","-6.46","-0.70","2014-09-17"
"920.00","10.49","1.15","2014-09-16"
"909.00","7.24","0.80","2014-09-15"
"902.00","-8.50","-0.93","2014-09-14"
"911.00","0.03","0.00","2014-09-11"
"911.00","-9.44","-1.03","2014-09-10"
"920.00","44.50","5.08","2014-09-09"
"876.00","-46.13","-5.00","2014-09-07"
"922.00","-12.27","-1.31","2014-09-04"
"934.00","-12.64","-1.34","2014-09-03"
"947.00","-6.00","-0.63","2014-09-01"
"953.00","-19.57","-2.01","2014-08-31"
"972.00","11.74","1.22","2014-08-28"
"960.00","38.57","4.18","2014-08-27"
"922.00","-25.98","-2.74","2014-08-26"
"948.00","-37.61","-3.82","2014-08-25"
"985.00","-12.68","-1.27","2014-08-24"
"998.00","2.42","0.24","2014-08-21"
"996.00","-17.91","-1.77","2014-08-20"
"1,014.00","0.37","0.04","2014-08-19"
"1,013.00","-21.14","-2.04","2014-08-18"
"1,034.00","8.18","0.80","2014-08-14"
"1,026.00","4.35","0.43","2014-08-13"
"1,022.00","-18.73","-1.80","2014-08-12"
"1,041.00","-0.63","-0.06","2014-08-07"
"1,041.00","-3.52","-0.34","2014-08-06"
"1,045.00","5.71","0.55","2014-08-05"
"1,039.00","-17.40","-1.65","2014-08-04"
"1,056.00","-9.66","-0.91","2014-08-03"
"1,066.00","3.65","0.34","2014-07-31"
"1,062.00","-10.38","-0.97","2014-07-30"
"1,073.00","-1.11","-0.10","2014-07-28"
"1,074.00","-5.16","-0.48","2014-07-27"
"1,079.00","-2.42","-0.22","2014-07-24"
"1,082.00","3.86","0.36","2014-07-23"
"1,078.00","-5.90","-0.54","2014-07-22"
"1,084.00","8.58","0.80","2014-07-21"
"1,075.00","29.08","2.78","2014-07-20"
"1,046.00","9.78","0.94","2014-07-17"
"1,036.00","10.42","1.02","2014-07-16"
"1,026.00","-3.25","-0.32","2014-07-15"
"1,029.00","-8.04","-0.78","2014-07-14"
"1,037.00","13.51","1.32","2014-07-13"
"1,023.00","6.97","0.69","2014-07-10"
"1,017.00","1.83","0.18","2014-07-09"
"1,015.00","19.48","1.96","2014-07-08"
"995.00","8.85","0.89","2014-07-07"
"986.00","13.49","1.39","2014-07-06"
"973.00","0.37","0.04","2014-07-03"
"972.00","15.88","1.66","2014-07-02"
"957.00","13.12","1.39","2014-07-01"
"946.00","2.34","0.25","2014-06-30"
"943.00","7.17","0.77","2014-06-29"
"936.00","4.12","0.44","2014-06-26"
"932.00","8.62","0.93","2014-06-25"
"924.00","5.97","0.65","2014-06-24"
"918.00","-8.92","-0.96","2014-06-23"
"927.00","-5.75","-0.61","2014-06-19"
"932.00","-3.27","-0.35","2014-06-18"
"935.00","-3.36","-0.36","2014-06-17"
"939.00","11.29","1.22","2014-06-16"
"928.00","22.95","2.53","2014-06-15"
"905.00","5.08","0.56","2014-06-12"
"900.00","4.51","0.50","2014-06-11"
"895.00","9.81","1.11","2014-06-10"
"885.00","2.05","0.23","2014-06-09"
"883.00","3.88","0.44","2014-06-08"
"879.00","-3.61","-0.41","2014-06-05"
"883.00","-1.76","-0.20","2014-06-04"
"885.00","4.53","0.51","2014-06-03"
"880.00","10.99","1.26","2014-06-02"
"869.00","2.61","0.30","2014-06-01"
"867.00","10.05","1.17","2014-05-28"
"857.00","-4.08","-0.47","2014-05-27"
"861.00","-0.87","-0.10","2014-05-26"
"861.00","9.41","1.10","2014-05-25"
"852.00","3.59","0.42","2014-05-22"
"848.00","4.05","0.48","2014-05-21"
"844.00","-0.07","0.00","2014-05-20"
"844.00","-5.18","-0.60","2014-05-19"
"850.00","-3.53","-0.41","2014-05-18"
"853.00","1.14","0.13","2014-05-15"
"852.00","-0.62","-0.07","2014-05-13"
"853.00","3.05","0.36","2014-05-12"
"850.00","-7.13","-0.83","2014-05-11"
"857.00","-9.49","-1.09","2014-05-08"
"866.00","4.75","0.55","2014-05-07"
"862.00","14.72","1.73","2014-05-06"
"847.00","16.07","1.93","2014-05-05"
"831.00","7.47","0.90","2014-05-04"
"823.00","6.99","0.86","2014-04-30"
"816.00","2.09","0.26","2014-04-29"
"814.00","-4.46","-0.54","2014-04-28"
"818.00","-2.73","-0.33","2014-04-27"
"820.00","4.91","0.60","2014-04-23"
"815.00","7.38","0.91","2014-04-22"
"808.00","-0.36","-0.04","2014-04-21"
"808.00","-2.67","-0.33","2014-04-20"
"811.00","-0.34","-0.04","2014-04-17"
"811.00","-7.12","-0.87","2014-04-16"
"819.00","0.93","0.11","2014-04-15"
"818.00","6.29","0.77","2014-04-13"
"811.00","9.62","1.20","2014-04-10"
"802.00","5.79","0.73","2014-04-09"
"796.00","-1.42","-0.18","2014-04-07"
"797.00","-3.23","-0.40","2014-04-06"
"801.00","-2.38","-0.30","2014-04-03"
"803.00","1.97","0.25","2014-04-02"
"801.00","8.80","1.11","2014-04-01"
"792.00","9.04","1.15","2014-03-31"
"783.00","2.13","0.27","2014-03-27"
"781.00","0.53","0.07","2014-03-26"
"780.00","-2.27","-0.29","2014-03-25"
"783.00","8.00","1.03","2014-03-24"
"775.00","-0.52","-0.07","2014-03-23"
"775.00","10.37","1.36","2014-03-20"
"765.00","9.92","1.31","2014-03-19"
"755.00","-13.55","-1.76","2014-03-18"
"769.00","-14.54","-1.86","2014-03-17"
"783.00","2.57","0.32","2014-03-13"
"781.00","-7.48","-0.94","2014-03-12"
"788.00","-5.58","-0.70","2014-03-11"
"794.00","-2.93","-0.37","2014-03-10"
"797.00","-9.15","-1.13","2014-03-09"
"806.00","-4.82","-0.60","2014-03-06"
"810.00","10.42","1.30","2014-03-05"
"800.00","-10.99","-1.36","2014-03-04"
"811.00","-14.66","-1.78","2014-03-03"
"826.00","-3.74","-0.45","2014-02-26"
"829.00","-0.45","-0.05","2014-02-25"
"830.00","-1.97","-0.24","2014-02-24"
"832.00","9.19","1.12","2014-02-23"
"823.00","8.11","1.00","2014-02-20"
"815.00","10.83","1.34","2014-02-18"
"804.00","2.41","0.30","2014-02-17"
"801.00","-1.78","-0.22","2014-02-16"
"803.00","4.77","0.60","2014-02-13"
"798.00","1.78","0.22","2014-02-12"
"797.00","-6.58","-0.82","2014-02-11"
"803.00","19.13","2.44","2014-02-10"
"784.00","-1.78","-0.23","2014-02-09"
"786.00","4.40","0.56","2014-02-06"
"781.00","6.47","0.83","2014-02-05"
"775.00","5.40","0.70","2014-02-04"
